region_id;country_id;title_ru;title_ua;title_be;title_en;title_es;title_pt;title_de;title_fr;title_it;title_pl;title_ja;title_lt;title_lv;title_cz
"5133579";"75";"Provincia de San José de Ocoa";"Provincia de San José de Ocoa";"Provincia de San José de Ocoa";"Provincia de San José de Ocoa";"Provincia de San José de Ocoa";"Provincia de San José de Ocoa";"Provincia de San José de Ocoa";"Provincia de San José de Ocoa";"Provincia de San José de Ocoa";"Provincia de San José de Ocoa";"Provincia de San José de Ocoa";"Provincia de San José de Ocoa";"Provincia de San José de Ocoa";"Provincia de San José de Ocoa"
"3174638";"76";"Muḩāfaz̧at Sūhāj";"Muḩāfaz̧at Sūhāj";"Muḩāfaz̧at Sūhāj";"Muḩāfaz̧at Sūhāj";"Muḩāfaz̧at Sūhāj";"Muḩāfaz̧at Sūhāj";"Muḩāfaz̧at Sūhāj";"Muḩāfaz̧at Sūhāj";"Muḩāfaz̧at Sūhāj";"Muḩāfaz̧at Sūhāj";"Muḩāfaz̧at Sūhāj";"Muḩāfaz̧at Sūhāj";"Muḩāfaz̧at Sūhāj";"Muḩāfaz̧at Sūhāj"
"3179494";"76";"Muḩāfaz̧at al Jīzah";"Muḩāfaz̧at al Jīzah";"Muḩāfaz̧at al Jīzah";"Muḩāfaz̧at al Jīzah";"Muḩāfaz̧at al Jīzah";"Muḩāfaz̧at al Jīzah";"Muḩāfaz̧at al Jīzah";"Muḩāfaz̧at al Jīzah";"Muḩāfaz̧at al Jīzah";"Muḩāfaz̧at al Jīzah";"Muḩāfaz̧at al Jīzah";"Muḩāfaz̧at al Jīzah";"Muḩāfaz̧at al Jīzah";"Muḩāfaz̧at al Jīzah"
"5422659";"12";"Rugāju novads";"Rugāju novads";"Rugāju novads";"Rugāju novads";"Rugāju novads";"Rugāju novads";"Rugāju novads";"Rugāju novads";"Rugāju novads";"Rugāju novads";"Rugāju novads";"Rugāju novads";"Rugāju novads";"Rugāju novads"
"3179218";"76";"Muḩāfaz̧at al Qāhirah";"Muḩāfaz̧at al Qāhirah";"Muḩāfaz̧at al Qāhirah";"Muḩāfaz̧at al Qāhirah";"Muḩāfaz̧at al Qāhirah";"Muḩāfaz̧at al Qāhirah";"Muḩāfaz̧at al Qāhirah";"Muḩāfaz̧at al Qāhirah";"Muḩāfaz̧at al Qāhirah";"Muḩāfaz̧at al Qāhirah";"Muḩāfaz̧at al Qāhirah";"Muḩāfaz̧at al Qāhirah";"Muḩāfaz̧at al Qāhirah";"Muḩāfaz̧at al Qāhirah"
"5456064";"76";"Muḩāfaz̧at al Uqşur";"Muḩāfaz̧at al Uqşur";"Muḩāfaz̧at al Uqşur";"Muḩāfaz̧at al Uqşur";"Muḩāfaz̧at al Uqşur";"Muḩāfaz̧at al Uqşur";"Muḩāfaz̧at al Uqşur";"Muḩāfaz̧at al Uqşur";"Muḩāfaz̧at al Uqşur";"Muḩāfaz̧at al Uqşur";"Muḩāfaz̧at al Uqşur";"Muḩāfaz̧at al Uqşur";"Muḩāfaz̧at al Uqşur";"Muḩāfaz̧at al Uqşur"
"3178750";"76";"Muḩāfaz̧at Asyūţ";"Muḩāfaz̧at Asyūţ";"Muḩāfaz̧at Asyūţ";"Muḩāfaz̧at Asyūţ";"Muḩāfaz̧at Asyūţ";"Muḩāfaz̧at Asyūţ";"Muḩāfaz̧at Asyūţ";"Muḩāfaz̧at Asyūţ";"Muḩāfaz̧at Asyūţ";"Muḩāfaz̧at Asyūţ";"Muḩāfaz̧at Asyūţ";"Muḩāfaz̧at Asyūţ";"Muḩāfaz̧at Asyūţ";"Muḩāfaz̧at Asyūţ"
"3178321";"76";"Muḩāfaz̧at Būr Sa`īd";"Muḩāfaz̧at Būr Sa`īd";"Muḩāfaz̧at Būr Sa`īd";"Muḩāfaz̧at Būr Sa`īd";"Muḩāfaz̧at Būr Sa`īd";"Muḩāfaz̧at Būr Sa`īd";"Muḩāfaz̧at Būr Sa`īd";"Muḩāfaz̧at Būr Sa`īd";"Muḩāfaz̧at Būr Sa`īd";"Muḩāfaz̧at Būr Sa`īd";"Muḩāfaz̧at Būr Sa`īd";"Muḩāfaz̧at Būr Sa`īd";"Muḩāfaz̧at Būr Sa`īd";"Muḩāfaz̧at Būr Sa`īd"
"3178144";"76";"Muḩāfaz̧at Dumyāţ";"Muḩāfaz̧at Dumyāţ";"Muḩāfaz̧at Dumyāţ";"Muḩāfaz̧at Dumyāţ";"Muḩāfaz̧at Dumyāţ";"Muḩāfaz̧at Dumyāţ";"Muḩāfaz̧at Dumyāţ";"Muḩāfaz̧at Dumyāţ";"Muḩāfaz̧at Dumyāţ";"Muḩāfaz̧at Dumyāţ";"Muḩāfaz̧at Dumyāţ";"Muḩāfaz̧at Dumyāţ";"Muḩāfaz̧at Dumyāţ";"Muḩāfaz̧at Dumyāţ"
"3175012";"76";"Muḩāfaz̧at Qinā";"Muḩāfaz̧at Qinā";"Muḩāfaz̧at Qinā";"Muḩāfaz̧at Qinā";"Muḩāfaz̧at Qinā";"Muḩāfaz̧at Qinā";"Muḩāfaz̧at Qinā";"Muḩāfaz̧at Qinā";"Muḩāfaz̧at Qinā";"Muḩāfaz̧at Qinā";"Muḩāfaz̧at Qinā";"Muḩāfaz̧at Qinā";"Muḩāfaz̧at Qinā";"Muḩāfaz̧at Qinā"
"3179770";"76";"Muḩāfaz̧at al Buḩayrah";"Muḩāfaz̧at al Buḩayrah";"Muḩāfaz̧at al Buḩayrah";"Muḩāfaz̧at al Buḩayrah";"Muḩāfaz̧at al Buḩayrah";"Muḩāfaz̧at al Buḩayrah";"Muḩāfaz̧at al Buḩayrah";"Muḩāfaz̧at al Buḩayrah";"Muḩāfaz̧at al Buḩayrah";"Muḩāfaz̧at al Buḩayrah";"Muḩāfaz̧at al Buḩayrah";"Muḩāfaz̧at al Buḩayrah";"Muḩāfaz̧at al Buḩayrah";"Muḩāfaz̧at al Buḩayrah"
"3179736";"76";"Muḩāfaz̧at al Fayyūm";"Muḩāfaz̧at al Fayyūm";"Muḩāfaz̧at al Fayyūm";"Muḩāfaz̧at al Fayyūm";"Muḩāfaz̧at al Fayyūm";"Muḩāfaz̧at al Fayyūm";"Muḩāfaz̧at al Fayyūm";"Muḩāfaz̧at al Fayyūm";"Muḩāfaz̧at al Fayyūm";"Muḩāfaz̧at al Fayyūm";"Muḩāfaz̧at al Fayyūm";"Muḩāfaz̧at al Fayyūm";"Muḩāfaz̧at al Fayyūm";"Muḩāfaz̧at al Fayyūm"
"3179714";"76";"Muḩāfaz̧at al Gharbīyah";"Muḩāfaz̧at al Gharbīyah";"Muḩāfaz̧at al Gharbīyah";"Muḩāfaz̧at al Gharbīyah";"Muḩāfaz̧at al Gharbīyah";"Muḩāfaz̧at al Gharbīyah";"Muḩāfaz̧at al Gharbīyah";"Muḩāfaz̧at al Gharbīyah";"Muḩāfaz̧at al Gharbīyah";"Muḩāfaz̧at al Gharbīyah";"Muḩāfaz̧at al Gharbīyah";"Muḩāfaz̧at al Gharbīyah";"Muḩāfaz̧at al Gharbīyah";"Muḩāfaz̧at al Gharbīyah"
"3179847";"76";"Muḩāfaz̧at al Baḩr al Aḩmar";"Muḩāfaz̧at al Baḩr al Aḩmar";"Muḩāfaz̧at al Baḩr al Aḩmar";"Muḩāfaz̧at al Baḩr al Aḩmar";"Muḩāfaz̧at al Baḩr al Aḩmar";"Muḩāfaz̧at al Baḩr al Aḩmar";"Muḩāfaz̧at al Baḩr al Aḩmar";"Muḩāfaz̧at al Baḩr al Aḩmar";"Muḩāfaz̧at al Baḩr al Aḩmar";"Muḩāfaz̧at al Baḩr al Aḩmar";"Muḩāfaz̧at al Baḩr al Aḩmar";"Muḩāfaz̧at al Baḩr al Aḩmar";"Muḩāfaz̧at al Baḩr al Aḩmar";"Muḩāfaz̧at al Baḩr al Aḩmar"
"3318020";"77";"Southern Province";"Southern Province";"Southern Province";"Southern Province";"Southern Province";"Southern Province";"Southern Province";"Southern Province";"Southern Province";"Southern Province";"Southern Province";"Southern Province";"Southern Province";"Southern Province"
"3317673";"77";"Western Province";"Western Province";"Western Province";"Western Province";"Western Province";"Western Province";"Western Province";"Western Province";"Western Province";"Western Province";"Western Province";"Western Province";"Western Province";"Western Province"
"3179541";"76";"Muḩāfaz̧at al Iskandarīyah";"Muḩāfaz̧at al Iskandarīyah";"Muḩāfaz̧at al Iskandarīyah";"Muḩāfaz̧at al Iskandarīyah";"Muḩāfaz̧at al Iskandarīyah";"Muḩāfaz̧at al Iskandarīyah";"Muḩāfaz̧at al Iskandarīyah";"Muḩāfaz̧at al Iskandarīyah";"Muḩāfaz̧at al Iskandarīyah";"Muḩāfaz̧at al Iskandarīyah";"Muḩāfaz̧at al Iskandarīyah";"Muḩāfaz̧at al Iskandarīyah";"Muḩāfaz̧at al Iskandarīyah";"Muḩāfaz̧at al Iskandarīyah"
"3179538";"76";"Muḩāfaz̧at al Ismā`īlīyah";"Muḩāfaz̧at al Ismā`īlīyah";"Muḩāfaz̧at al Ismā`īlīyah";"Muḩāfaz̧at al Ismā`īlīyah";"Muḩāfaz̧at al Ismā`īlīyah";"Muḩāfaz̧at al Ismā`īlīyah";"Muḩāfaz̧at al Ismā`īlīyah";"Muḩāfaz̧at al Ismā`īlīyah";"Muḩāfaz̧at al Ismā`īlīyah";"Muḩāfaz̧at al Ismā`īlīyah";"Muḩāfaz̧at al Ismā`īlīyah";"Muḩāfaz̧at al Ismā`īlīyah";"Muḩāfaz̧at al Ismā`īlīyah";"Muḩāfaz̧at al Ismā`īlīyah"
"3179259";"76";"Muḩāfaz̧at al Minūfīyah";"Muḩāfaz̧at al Minūfīyah";"Muḩāfaz̧at al Minūfīyah";"Muḩāfaz̧at al Minūfīyah";"Muḩāfaz̧at al Minūfīyah";"Muḩāfaz̧at al Minūfīyah";"Muḩāfaz̧at al Minūfīyah";"Muḩāfaz̧at al Minūfīyah";"Muḩāfaz̧at al Minūfīyah";"Muḩāfaz̧at al Minūfīyah";"Muḩāfaz̧at al Minūfīyah";"Muḩāfaz̧at al Minūfīyah";"Muḩāfaz̧at al Minūfīyah";"Muḩāfaz̧at al Minūfīyah"
"3179210";"76";"Muḩāfaz̧at al Qalyūbīyah";"Muḩāfaz̧at al Qalyūbīyah";"Muḩāfaz̧at al Qalyūbīyah";"Muḩāfaz̧at al Qalyūbīyah";"Muḩāfaz̧at al Qalyūbīyah";"Muḩāfaz̧at al Qalyūbīyah";"Muḩāfaz̧at al Qalyūbīyah";"Muḩāfaz̧at al Qalyūbīyah";"Muḩāfaz̧at al Qalyūbīyah";"Muḩāfaz̧at al Qalyūbīyah";"Muḩāfaz̧at al Qalyūbīyah";"Muḩāfaz̧at al Qalyūbīyah";"Muḩāfaz̧at al Qalyūbīyah";"Muḩāfaz̧at al Qalyūbīyah"
"3179114";"76";"Muḩāfaz̧at al Wādī al Jadīd";"Muḩāfaz̧at al Wādī al Jadīd";"Muḩāfaz̧at al Wādī al Jadīd";"Muḩāfaz̧at al Wādī al Jadīd";"Muḩāfaz̧at al Wādī al Jadīd";"Muḩāfaz̧at al Wādī al Jadīd";"Muḩāfaz̧at al Wādī al Jadīd";"Muḩāfaz̧at al Wādī al Jadīd";"Muḩāfaz̧at al Wādī al Jadīd";"Muḩāfaz̧at al Wādī al Jadīd";"Muḩāfaz̧at al Wādī al Jadīd";"Muḩāfaz̧at al Wādī al Jadīd";"Muḩāfaz̧at al Wādī al Jadīd";"Muḩāfaz̧at al Wādī al Jadīd"
"3178917";"76";"Muḩāfaz̧at ash Sharqīyah";"Muḩāfaz̧at ash Sharqīyah";"Muḩāfaz̧at ash Sharqīyah";"Muḩāfaz̧at ash Sharqīyah";"Muḩāfaz̧at ash Sharqīyah";"Muḩāfaz̧at ash Sharqīyah";"Muḩāfaz̧at ash Sharqīyah";"Muḩāfaz̧at ash Sharqīyah";"Muḩāfaz̧at ash Sharqīyah";"Muḩāfaz̧at ash Sharqīyah";"Muḩāfaz̧at ash Sharqīyah";"Muḩāfaz̧at ash Sharqīyah";"Muḩāfaz̧at ash Sharqīyah";"Muḩāfaz̧at ash Sharqīyah"
"3178483";"76";"Muḩāfaz̧at Banī Suwayf";"Muḩāfaz̧at Banī Suwayf";"Muḩāfaz̧at Banī Suwayf";"Muḩāfaz̧at Banī Suwayf";"Muḩāfaz̧at Banī Suwayf";"Muḩāfaz̧at Banī Suwayf";"Muḩāfaz̧at Banī Suwayf";"Muḩāfaz̧at Banī Suwayf";"Muḩāfaz̧at Banī Suwayf";"Muḩāfaz̧at Banī Suwayf";"Muḩāfaz̧at Banī Suwayf";"Muḩāfaz̧at Banī Suwayf";"Muḩāfaz̧at Banī Suwayf";"Muḩāfaz̧at Banī Suwayf"
"3176694";"76";"Muḩāfaz̧at Kafr ash Shaykh";"Muḩāfaz̧at Kafr ash Shaykh";"Muḩāfaz̧at Kafr ash Shaykh";"Muḩāfaz̧at Kafr ash Shaykh";"Muḩāfaz̧at Kafr ash Shaykh";"Muḩāfaz̧at Kafr ash Shaykh";"Muḩāfaz̧at Kafr ash Shaykh";"Muḩāfaz̧at Kafr ash Shaykh";"Muḩāfaz̧at Kafr ash Shaykh";"Muḩāfaz̧at Kafr ash Shaykh";"Muḩāfaz̧at Kafr ash Shaykh";"Muḩāfaz̧at Kafr ash Shaykh";"Muḩāfaz̧at Kafr ash Shaykh";"Muḩāfaz̧at Kafr ash Shaykh"
"3175918";"76";"Muḩāfaz̧at Maţrūḩ";"Muḩāfaz̧at Maţrūḩ";"Muḩāfaz̧at Maţrūḩ";"Muḩāfaz̧at Maţrūḩ";"Muḩāfaz̧at Maţrūḩ";"Muḩāfaz̧at Maţrūḩ";"Muḩāfaz̧at Maţrūḩ";"Muḩāfaz̧at Maţrūḩ";"Muḩāfaz̧at Maţrūḩ";"Muḩāfaz̧at Maţrūḩ";"Muḩāfaz̧at Maţrūḩ";"Muḩāfaz̧at Maţrūḩ";"Muḩāfaz̧at Maţrūḩ";"Muḩāfaz̧at Maţrūḩ"
"3177122";"76";"Muḩāfaz̧at Janūb Sīnā'";"Muḩāfaz̧at Janūb Sīnā'";"Muḩāfaz̧at Janūb Sīnā'";"Muḩāfaz̧at Janūb Sīnā'";"Muḩāfaz̧at Janūb Sīnā'";"Muḩāfaz̧at Janūb Sīnā'";"Muḩāfaz̧at Janūb Sīnā'";"Muḩāfaz̧at Janūb Sīnā'";"Muḩāfaz̧at Janūb Sīnā'";"Muḩāfaz̧at Janūb Sīnā'";"Muḩāfaz̧at Janūb Sīnā'";"Muḩāfaz̧at Janūb Sīnā'";"Muḩāfaz̧at Janūb Sīnā'";"Muḩāfaz̧at Janūb Sīnā'"
"3174813";"76";"Muḩāfaz̧at Shamāl Sīnā'";"Muḩāfaz̧at Shamāl Sīnā'";"Muḩāfaz̧at Shamāl Sīnā'";"Muḩāfaz̧at Shamāl Sīnā'";"Muḩāfaz̧at Shamāl Sīnā'";"Muḩāfaz̧at Shamāl Sīnā'";"Muḩāfaz̧at Shamāl Sīnā'";"Muḩāfaz̧at Shamāl Sīnā'";"Muḩāfaz̧at Shamāl Sīnā'";"Muḩāfaz̧at Shamāl Sīnā'";"Muḩāfaz̧at Shamāl Sīnā'";"Muḩāfaz̧at Shamāl Sīnā'";"Muḩāfaz̧at Shamāl Sīnā'";"Muḩāfaz̧at Shamāl Sīnā'"
"3180022";"76";"Muḩāfaz̧at ad Daqahlīyah";"Muḩāfaz̧at ad Daqahlīyah";"Muḩāfaz̧at ad Daqahlīyah";"Muḩāfaz̧at ad Daqahlīyah";"Muḩāfaz̧at ad Daqahlīyah";"Muḩāfaz̧at ad Daqahlīyah";"Muḩāfaz̧at ad Daqahlīyah";"Muḩāfaz̧at ad Daqahlīyah";"Muḩāfaz̧at ad Daqahlīyah";"Muḩāfaz̧at ad Daqahlīyah";"Muḩāfaz̧at ad Daqahlīyah";"Muḩāfaz̧at ad Daqahlīyah";"Muḩāfaz̧at ad Daqahlīyah";"Muḩāfaz̧at ad Daqahlīyah"
"3329373";"77";"Central Province";"Central Province";"Central Province";"Central Province";"Central Province";"Central Province";"Central Province";"Central Province";"Central Province";"Central Province";"Central Province";"Central Province";"Central Province";"Central Province"
"3324448";"77";"Lusaka Province";"Lusaka Province";"Lusaka Province";"Lusaka Province";"Lusaka Province";"Lusaka Province";"Lusaka Province";"Lusaka Province";"Lusaka Province";"Lusaka Province";"Lusaka Province";"Lusaka Province";"Lusaka Province";"Lusaka Province"
"3320290";"77";"Northern Province";"Northern Province";"Northern Province";"Northern Province";"Northern Province";"Northern Province";"Northern Province";"Northern Province";"Northern Province";"Northern Province";"Northern Province";"Northern Province";"Northern Province";"Northern Province"
"3395905";"79";"Bulawayo Province";"Bulawayo Province";"Bulawayo Province";"Bulawayo Province";"Bulawayo Province";"Bulawayo Province";"Bulawayo Province";"Bulawayo Province";"Bulawayo Province";"Bulawayo Province";"Bulawayo Province";"Bulawayo Province";"Bulawayo Province";"Bulawayo Province"
"3395906";"79";"Harare Province";"Harare Province";"Harare Province";"Harare Province";"Harare Province";"Harare Province";"Harare Province";"Harare Province";"Harare Province";"Harare Province";"Harare Province";"Harare Province";"Harare Province";"Harare Province"
"3317072";"79";"Manicaland Province";"Manicaland Province";"Manicaland Province";"Manicaland Province";"Manicaland Province";"Manicaland Province";"Manicaland Province";"Manicaland Province";"Manicaland Province";"Manicaland Province";"Manicaland Province";"Manicaland Province";"Manicaland Province";"Manicaland Province"
"3327843";"77";"Copperbelt Province";"Copperbelt Province";"Copperbelt Province";"Copperbelt Province";"Copperbelt Province";"Copperbelt Province";"Copperbelt Province";"Copperbelt Province";"Copperbelt Province";"Copperbelt Province";"Copperbelt Province";"Copperbelt Province";"Copperbelt Province";"Copperbelt Province"
"3327787";"77";"Eastern Province";"Eastern Province";"Eastern Province";"Eastern Province";"Eastern Province";"Eastern Province";"Eastern Province";"Eastern Province";"Eastern Province";"Eastern Province";"Eastern Province";"Eastern Province";"Eastern Province";"Eastern Province"
"3324668";"77";"Luapula Province";"Luapula Province";"Luapula Province";"Luapula Province";"Luapula Province";"Luapula Province";"Luapula Province";"Luapula Province";"Luapula Province";"Luapula Province";"Luapula Province";"Luapula Province";"Luapula Province";"Luapula Province"
"3320289";"77";"North-Western Province";"North-Western Province";"North-Western Province";"North-Western Province";"North-Western Province";"North-Western Province";"North-Western Province";"North-Western Province";"North-Western Province";"North-Western Province";"North-Western Province";"North-Western Province";"North-Western Province";"North-Western Province"
"3317049";"79";"Mashonaland Central Province";"Mashonaland Central Province";"Mashonaland Central Province";"Mashonaland Central Province";"Mashonaland Central Province";"Mashonaland Central Province";"Mashonaland Central Province";"Mashonaland Central Province";"Mashonaland Central Province";"Mashonaland Central Province";"Mashonaland Central Province";"Mashonaland Central Province";"Mashonaland Central Province";"Mashonaland Central Province"
"3317048";"79";"Mashonaland East Province";"Mashonaland East Province";"Mashonaland East Province";"Mashonaland East Province";"Mashonaland East Province";"Mashonaland East Province";"Mashonaland East Province";"Mashonaland East Province";"Mashonaland East Province";"Mashonaland East Province";"Mashonaland East Province";"Mashonaland East Province";"Mashonaland East Province";"Mashonaland East Province"
"3317047";"79";"Mashonaland West Province";"Mashonaland West Province";"Mashonaland West Province";"Mashonaland West Province";"Mashonaland West Province";"Mashonaland West Province";"Mashonaland West Province";"Mashonaland West Province";"Mashonaland West Province";"Mashonaland West Province";"Mashonaland West Province";"Mashonaland West Province";"Mashonaland West Province";"Mashonaland West Province"
"3317042";"79";"Masvingo Province";"Masvingo Province";"Masvingo Province";"Masvingo Province";"Masvingo Province";"Masvingo Province";"Masvingo Province";"Masvingo Province";"Masvingo Province";"Masvingo Province";"Masvingo Province";"Masvingo Province";"Masvingo Province";"Masvingo Province"
"3317040";"79";"Matabeleland North Province";"Matabeleland North Province";"Matabeleland North Province";"Matabeleland North Province";"Matabeleland North Province";"Matabeleland North Province";"Matabeleland North Province";"Matabeleland North Province";"Matabeleland North Province";"Matabeleland North Province";"Matabeleland North Province";"Matabeleland North Province";"Matabeleland North Province";"Matabeleland North Province"
"5256014";"78";"Oued Ed-Dahab-Lagouira";"Oued Ed-Dahab-Lagouira";"Oued Ed-Dahab-Lagouira";"Oued Ed-Dahab-Lagouira";"Oued Ed-Dahab-Lagouira";"Oued Ed-Dahab-Lagouira";"Oued Ed-Dahab-Lagouira";"Oued Ed-Dahab-Lagouira";"Oued Ed-Dahab-Lagouira";"Oued Ed-Dahab-Lagouira";"Oued Ed-Dahab-Lagouira";"Oued Ed-Dahab-Lagouira";"Oued Ed-Dahab-Lagouira";"Oued Ed-Dahab-Lagouira"
"3507140";"80";"State of Haryāna";"State of Haryāna";"State of Haryāna";"State of Haryāna";"State of Haryāna";"State of Haryāna";"State of Haryāna";"State of Haryāna";"State of Haryāna";"State of Haryāna";"State of Haryāna";"State of Haryāna";"State of Haryāna";"State of Haryāna"
"3501610";"80";"State of Meghālaya";"State of Meghālaya";"State of Meghālaya";"State of Meghālaya";"State of Meghālaya";"State of Meghālaya";"State of Meghālaya";"State of Meghālaya";"State of Meghālaya";"State of Meghālaya";"State of Meghālaya";"State of Meghālaya";"State of Meghālaya";"State of Meghālaya"
"3501433";"80";"State of Mizoram";"State of Mizoram";"State of Mizoram";"State of Mizoram";"State of Mizoram";"State of Mizoram";"State of Mizoram";"State of Mizoram";"State of Mizoram";"State of Mizoram";"State of Mizoram";"State of Mizoram";"State of Mizoram";"State of Mizoram"
"3500882";"80";"State of Nāgāland";"State of Nāgāland";"State of Nāgāland";"State of Nāgāland";"State of Nāgāland";"State of Nāgāland";"State of Nāgāland";"State of Nāgāland";"State of Nāgāland";"State of Nāgāland";"State of Nāgāland";"State of Nāgāland";"State of Nāgāland";"State of Nāgāland"
"3317039";"79";"Matabeleland South Province";"Matabeleland South Province";"Matabeleland South Province";"Matabeleland South Province";"Matabeleland South Province";"Matabeleland South Province";"Matabeleland South Province";"Matabeleland South Province";"Matabeleland South Province";"Matabeleland South Province";"Matabeleland South Province";"Matabeleland South Province";"Matabeleland South Province";"Matabeleland South Province"
"3316993";"79";"Midlands Province";"Midlands Province";"Midlands Province";"Midlands Province";"Midlands Province";"Midlands Province";"Midlands Province";"Midlands Province";"Midlands Province";"Midlands Province";"Midlands Province";"Midlands Province";"Midlands Province";"Midlands Province"
"3511329";"80";"Bihār State of";"Bihār State of";"Bihār State of";"Bihār State of";"Bihār State of";"Bihār State of";"Bihār State of";"Bihār State of";"Bihār State of";"Bihār State of";"Bihār State of";"Bihār State of";"Bihār State of";"Bihār State of"
"3508197";"80";"Ganjām";"Ganjām";"Ganjām";"Ganjām";"Ganjām";"Ganjām";"Ganjām";"Ganjām";"Ganjām";"Ganjām";"Ganjām";"Ganjām";"Ganjām";"Ganjām"
"1974540";"80";"Kurukshetra";"Kurukshetra";"Kurukshetra";"Kurukshetra";"Kurukshetra";"Kurukshetra";"Kurukshetra";"Kurukshetra";"Kurukshetra";"Kurukshetra";"Kurukshetra";"Kurukshetra";"Kurukshetra";"Kurukshetra"
"1706728";"80";"Naini Tāl";"Naini Tāl";"Naini Tāl";"Naini Tāl";"Naini Tāl";"Naini Tāl";"Naini Tāl";"Naini Tāl";"Naini Tāl";"Naini Tāl";"Naini Tāl";"Naini Tāl";"Naini Tāl";"Naini Tāl"
"2188";"80";"Pune";"Pune";"Pune";"Pune";"Pune";"Pune";"Pune";"Pune";"Pune";"Pune";"Pune";"Pune";"Pune";"Pune"
"3513674";"80";"State of Andhra Pradesh";"State of Andhra Pradesh";"State of Andhra Pradesh";"State of Andhra Pradesh";"State of Andhra Pradesh";"State of Andhra Pradesh";"State of Andhra Pradesh";"State of Andhra Pradesh";"State of Andhra Pradesh";"State of Andhra Pradesh";"State of Andhra Pradesh";"State of Andhra Pradesh";"State of Andhra Pradesh";"State of Andhra Pradesh"
"3513388";"80";"State of Assam";"State of Assam";"State of Assam";"State of Assam";"State of Assam";"State of Assam";"State of Assam";"State of Assam";"State of Assam";"State of Assam";"State of Assam";"State of Assam";"State of Assam";"State of Assam"
"3507837";"80";"State of Goa";"State of Goa";"State of Goa";"State of Goa";"State of Goa";"State of Goa";"State of Goa";"State of Goa";"State of Goa";"State of Goa";"State of Goa";"State of Goa";"State of Goa";"State of Goa"
"3507542";"80";"State of Gujarāt";"State of Gujarāt";"State of Gujarāt";"State of Gujarāt";"State of Gujarāt";"State of Gujarāt";"State of Gujarāt";"State of Gujarāt";"State of Gujarāt";"State of Gujarāt";"State of Gujarāt";"State of Gujarāt";"State of Gujarāt";"State of Gujarāt"
"3621887";"80";"State of Jharkhand";"State of Jharkhand";"State of Jharkhand";"State of Jharkhand";"State of Jharkhand";"State of Jharkhand";"State of Jharkhand";"State of Jharkhand";"State of Jharkhand";"State of Jharkhand";"State of Jharkhand";"State of Jharkhand";"State of Jharkhand";"State of Jharkhand"
"3505138";"80";"State of Karnātaka";"State of Karnātaka";"State of Karnātaka";"State of Karnātaka";"State of Karnātaka";"State of Karnātaka";"State of Karnātaka";"State of Karnātaka";"State of Karnātaka";"State of Karnātaka";"State of Karnātaka";"State of Karnātaka";"State of Karnātaka";"State of Karnātaka"
"3504796";"80";"State of Kerala";"State of Kerala";"State of Kerala";"State of Kerala";"State of Kerala";"State of Kerala";"State of Kerala";"State of Kerala";"State of Kerala";"State of Kerala";"State of Kerala";"State of Kerala";"State of Kerala";"State of Kerala"
"3501997";"80";"State of Manipur";"State of Manipur";"State of Manipur";"State of Manipur";"State of Manipur";"State of Manipur";"State of Manipur";"State of Manipur";"State of Manipur";"State of Manipur";"State of Manipur";"State of Manipur";"State of Manipur";"State of Manipur"
"3499903";"80";"State of Orissa";"State of Orissa";"State of Orissa";"State of Orissa";"State of Orissa";"State of Orissa";"State of Orissa";"State of Orissa";"State of Orissa";"State of Orissa";"State of Orissa";"State of Orissa";"State of Orissa";"State of Orissa"
"3498477";"80";"State of Punjab";"State of Punjab";"State of Punjab";"State of Punjab";"State of Punjab";"State of Punjab";"State of Punjab";"State of Punjab";"State of Punjab";"State of Punjab";"State of Punjab";"State of Punjab";"State of Punjab";"State of Punjab"
"3496138";"80";"State of Sikkim";"State of Sikkim";"State of Sikkim";"State of Sikkim";"State of Sikkim";"State of Sikkim";"State of Sikkim";"State of Sikkim";"State of Sikkim";"State of Sikkim";"State of Sikkim";"State of Sikkim";"State of Sikkim";"State of Sikkim"
"3493524";"80";"State of West Bengal";"State of West Bengal";"State of West Bengal";"State of West Bengal";"State of West Bengal";"State of West Bengal";"State of West Bengal";"State of West Bengal";"State of West Bengal";"State of West Bengal";"State of West Bengal";"State of West Bengal";"State of West Bengal";"State of West Bengal"
"3503152";"80";"Union Territory of Lakshadweep";"Union Territory of Lakshadweep";"Union Territory of Lakshadweep";"Union Territory of Lakshadweep";"Union Territory of Lakshadweep";"Union Territory of Lakshadweep";"Union Territory of Lakshadweep";"Union Territory of Lakshadweep";"Union Territory of Lakshadweep";"Union Territory of Lakshadweep";"Union Territory of Lakshadweep";"Union Territory of Lakshadweep";"Union Territory of Lakshadweep";"Union Territory of Lakshadweep"
"3507018";"80";"Himāchal Pradesh";"Himāchal Pradesh";"Himāchal Pradesh";"Himāchal Pradesh";"Himāchal Pradesh";"Himāchal Pradesh";"Himāchal Pradesh";"Himāchal Pradesh";"Himāchal Pradesh";"Himāchal Pradesh";"Himāchal Pradesh";"Himāchal Pradesh";"Himāchal Pradesh";"Himāchal Pradesh"
"1908504";"80";"Jaipur";"Jaipur";"Jaipur";"Jaipur";"Jaipur";"Jaipur";"Jaipur";"Jaipur";"Jaipur";"Jaipur";"Jaipur";"Jaipur";"Jaipur";"Jaipur"
